Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
A,"Agilent Technologies",118.01,0.64,+0.55%,118,118.89,117.65,408216,"12:52 ET"
AAL,"American Airlines Gp",15.93,0.45,+2.91%,15.51,16.17,15.25,43812510,"12:51 ET"
AAP,"Advance Auto Parts Inc",158.59,-0.81,-0.51%,158.68,160.46,158.5,259364,"12:51 ET"
AAPL,"Apple Inc",131.97,0.090000000000003,+0.07%,132.16,132.58,130.78,48680232,"12:52 ET"
AAXN,"Axon Inc",132.01,3.51,+2.73%,129.04,134.51,129.04,333794,"12:49 ET"
ABBV,"Abbvie Inc",103.73,0.93000000000001,+0.90%,103.06,103.925,102.85,1423115,"12:52 ET"
ABC,"Amerisourcebergen Corp",97.5,0.78,+0.81%,97.04,97.6,96.67,187845,"12:52 ET"
ABMD,"Abiomed Inc",306.88,4.55,+1.50%,304.34,309.11,300.81,54127,"12:51 ET"
ABT,"Abbott Laboratories",108.73,0.45,+0.42%,108.87,109.68,108.18,901311,"12:52 ET"
ACAD,"Acadia Pharmaceutica",55.41,-0.18000000000001,-0.32%,55.72,55.9,54.86,298220,"12:50 ET"
ACC,"American Campus Communities Inc",42.92,-0.68,-1.56%,43.87,44.02,42.83,179939,"12:51 ET"
ACGL,"Arch Capital Grp Ltd",35.11,0.53,+1.53%,34.88,35.52,34.85,431883,"12:50 ET"
ACHC,"Acadia Healthcr Company",49.66,1.22,+2.52%,48.92,49.83,48.8,153596,"12:50 ET"
ACI,"Albertsons Companies Inc Cl A",16.06,0.25,+1.58%,15.9,16.18,15.83,873020,"12:51 ET"
ACM,"Aecom Technology Corp",48.72,0.79,+1.65%,48.3,48.97,48.28,236279,"12:49 ET"
ACN,"Accenture Plc",259.68,0.20999999999998,+0.08%,260.83,261.92,259.02,581665,"12:52 ET"
ADBE,"Adobe Systems Inc",501.19,-2.98,-0.59%,505.13,506,498.66,557899,"12:51 ET"
ADI,"Analog Devices",144.42,0.13999999999999,+0.10%,144.8,145.53,144.1,682462,"12:51 ET"
ADM,"Archer Daniels Midland",49.28,0.55,+1.13%,49.02,49.43,48.73,407137,"12:50 ET"
ADP,"Automatic Data Procs",175.99,-0.34999999999999,-0.20%,177.5,178.05,175.63,308175,"12:49 ET"
ADPT,"Adaptive Biotechnologies Corp",65.17,-0.22,-0.34%,65.21,65.69,63.23,386496,"12:39 ET"
ADS,"Alliance Data Systems Corp",71.61,3.91,+5.78%,68.88,73,68.22,438041,"12:49 ET"
ADSK,"Autodesk Inc",302.5,-1.36,-0.45%,305.65,306.95,300.07,240314,"12:49 ET"
ADT,"ADT Inc",8.195,0.065,+0.80%,8.13,8.26,8.1,735184,"12:52 ET"
AEE,"Ameren Corp",76.38,-0.17,-0.22%,76.8,77.17,76.05,414706,"12:52 ET"
AEP,"American Electric Power Company",81.39,-0.010000000000005,-0.01%,81.89,82.27,81.33,784601,"12:51 ET"
AES,"The Aes Corp",23.455,0.635,+2.78%,23.14,23.46,23.01,1810648,"12:51 ET"
AFG,"American Financial Group",86.5,1.86,+2.20%,85.39,86.71,85.39,65606,"12:44 ET"
AFL,"Aflac Inc",43.68,0.65,+1.51%,43.42,43.9,42.7,863092,"12:50 ET"
AGCO,"Agco Corp",103.31,0.21000000000001,+0.20%,103.6,103.8,102.5,170905,"12:51 ET"
AGIO,"Agios Pharmaceuticals",43.36,1.51,+3.61%,41.48,43.43,41.15,266876,"12:51 ET"
AGNC,"American Capital Age",15.735,0.305,+1.98%,15.45,15.765,15.45,4007686,"12:51 ET"
AGO,"Assured Guaranty Ltd",31.58,1.19,+3.92%,30.77,31.96,30.77,190304,"12:41 ET"
AGR,"Avangrid Inc",45.05,0.62,+1.40%,44.59,45.28,44.53,112350,"12:50 ET"
AIG,"American International Group",37.55,0.75,+2.04%,37.25,38.04,37.24,1464831,"12:51 ET"
AIV,"Apartment Investment and Management",5.12,0.04,+0.79%,5.09,5.25,5,5768231,"12:52 ET"
AIZ,"Assurant Inc",132.07,0.57999999999998,+0.44%,131.57,133.45,131.57,77396,"12:51 ET"
AJG,"Arthur J. Gallagher & Company",123.69,-0.12,-0.10%,124.13,124.74,123.52,159888,"12:49 ET"
AKAM,"Akamai Technologies",107.54,0.90000000000001,+0.84%,106.95,108.06,106.8,381260,"12:52 ET"
AL,"Air Lease Corp Cl A",41.96,1.22,+2.99%,41.45,42.42,40.92,177542,"12:50 ET"
ALB,"Albemarle Corp",151.52,5.25,+3.59%,147.85,152.84,147.26,780986,"12:47 ET"
ALGN,"Align Technology",531.68,-4.9100000000001,-0.92%,540.52,542.93,530.35,96557,"12:50 ET"
ALK,"Alaska Air Group",51.69,1.34,+2.66%,50.63,52.68,50.5,1178869,"12:50 ET"
ALKS,"Alkermes Plc",21.32,-0.16,-0.74%,21.63,21.63,21.13,334942,"12:51 ET"
ALL,"Allstate Corp",106.57,0.38,+0.36%,106.43,107.55,106.25,390220,"12:49 ET"
ALLE,"Allegion Plc",112.94,0.55,+0.49%,112.78,113.43,111.7,74584,"12:47 ET"
ALLY,"Ally Financial",34.85,0.65,+1.90%,34.6,34.98,34.31,1198897,"12:52 ET"
ALNY,"Alnylam Pharmaceuticals",137.34,-0.97,-0.70%,138.3,140.01,135.47,174264,"12:49 ET"
ALSN,"Allison Transmission Holdings",43.68,0.64,+1.49%,43.36,43.77,43.05,127144,"12:49 ET"
ALXN,"Alexion Pharm Inc",153.7,-0.11000000000001,-0.07%,154.15,154.23,153.36,1213481,"12:50 ET"
AM,"Antero Midstream Corp",8.45,0.039999999999999,+0.48%,8.48,8.62,8.43,2693649,"12:50 ET"
AMAT,"Applied Materials",85.15,-0.48999999999999,-0.57%,86.3,86.5,84.73,1365797,"12:52 ET"
AMCR,"Amcor Plc",11.57,0.07,+0.61%,11.54,11.65,11.53,680059,"12:45 ET"
AMD,"Adv Micro Devices",91.78,-1.38,-1.48%,93.08,93.13,91.51,14169897,"12:51 ET"
AME,"Amtek Inc",119.28,1.62,+1.38%,118.25,119.42,117.53,146878,"12:50 ET"
AMED,"Amedisys Inc",291.54,2.63,+0.91%,291.05,296.2,291.05,54334,"12:48 ET"
AMG,"Affiliated Managers Group",101.86,2.45,+2.46%,99.83,101.86,99.83,105620,"12:50 ET"
AMGN,"Amgen Inc",222.8,1.81,+0.82%,221.48,223.45,220.66,687640,"12:51 ET"
AMH,"American Homes 4 Rent",29.6,-0.24,-0.80%,29.9,30.07,29.6,389676,"12:51 ET"
AMP,"Ameriprise Financial Services",188.25,3.19,+1.72%,185.63,188.7,185.43,181561,"12:49 ET"
AMT,"American Tower Corp",221,0.50999999999999,+0.23%,221.27,223.6,220.92,527055,"12:52 ET"
AMZN,"Amazon.com Inc",3200.74,-5.7800000000002,-0.18%,3205,3206.2,3186.64,1029699,"12:52 ET"
AN,"Autonation Inc",67.22,0.65000000000001,+0.98%,66.43,67.31,66.36,140791,"12:52 ET"
ANAT,"Amer Natl Insurance",93.19,0.33000000000001,+0.36%,92.6,94.24,91.91,10914,"11:57 ET"
ANET,"Arista Networks Inc",290.32,-0.5,-0.17%,290.11,292.41,287.7,100422,"12:51 ET"
ANSS,"Ansys Inc",363.52,1.21,+0.33%,364.72,369.57,362.4,134119,"12:52 ET"
ANTM,"Anthem Inc",311.22,7.92,+2.61%,306.43,311.62,306.43,282520,"12:52 ET"
AON,"AON Plc",209,-0.22999999999999,-0.11%,210.37,211.66,208.64,414667,"12:50 ET"
AOS,"Smith A.O. Corp",55.25,-0.11,-0.20%,55.45,55.51,54.7,180993,"12:48 ET"
APA,"Apache Corp",14.81,0.69,+4.89%,14.33,15.16,14.23,4448910,"12:51 ET"
APD,"Air Products and Chemicals",267.33,3.32,+1.26%,266.04,268.905,264.01,263309,"12:50 ET"
APH,"Amphenol Corp",129.77,0.90000000000001,+0.70%,129.69,130.22,128.67,430936,"12:52 ET"
APLE,"Apple Hospitality REIT Inc",13.12,0.37,+2.90%,12.88,13.15,11.4,480185,"12:50 ET"
APO,"Apollo Global Management Llc C",48.45,0.52,+1.08%,48.26,48.84,47.6,231063,"12:50 ET"
APTV,"Aptiv Plc",128.62,3.58,+2.86%,127.14,129.45,126.31,587157,"12:50 ET"
ARD,"Ardagh Group S.A.",17.82,0.2,+1.14%,17.67,18.06,17.52,11215,"12:42 ET"
ARE,"Alexandria Real Estate Equities",174.62,-1.27,-0.72%,176.72,178.07,174.62,119892,"12:49 ET"
ARES,"Ares Management LP",49.52,0.3,+0.61%,49.38,49.86,49.22,145539,"12:51 ET"
ARMK,"Aramark Holdings Corp",37.48,0.41999999999999,+1.13%,37.33,37.72,37.06,239151,"12:50 ET"
ARW,"Arrow Electronics",96.58,0.72,+0.75%,96.52,97.26,95.44,124764,"12:49 ET"
ASB,"Associated Banc-Corp",16.96,0.59,+3.60%,16.54,17.02,16.43,298827,"12:49 ET"
ASH,"Ashland Global Holdings Inc",78.71,0.84999999999999,+1.09%,78.13,79.68,78.13,214277,"12:50 ET"
ATH,"Athene Holding Ltd",42.3,1.22,+2.97%,41.6,42.65,41.55,214671,"12:51 ET"
ATO,"Atmos Energy Corp",92.73,0.40000000000001,+0.43%,92.55,93.5,92.06,187171,"12:52 ET"
ATR,Aptargroup,135.46,0.87,+0.65%,134.52,135.75,134.45,34139,"12:36 ET"
ATUS,"Altice USA Inc Cl A",36.25,0.049999999999997,+0.14%,36.15,36.36,35.99,5660730,"12:51 ET"
ATVI,"Activision Blizzard",89.97,0.55,+0.62%,89.95,90.085,88.8,2453778,"12:52 ET"
AVB,"Avalonbay Communities",158.03,-0.53,-0.33%,159.58,160.89,157.845,165893,"12:50 ET"
AVGO,"Broadcom Ltd",426.98,-6.12,-1.41%,435,435.78,426.16,372954,"12:50 ET"
AVLR,"Avalara Inc",182.24,-1.55,-0.84%,183.08,183.93,179.19,133679,"12:50 ET"
AVT,"Avnet Inc",34.34,0.29000000000001,+0.85%,35.09,35.09,33.64,499824,"12:51 ET"
AVTR,"Avantor Inc",27.21,-0.050000000000001,-0.18%,27.38,27.46,26.96,829786,"12:52 ET"
AVY,"Avery Dennison Corp",153.51,1.75,+1.15%,152.67,154.05,151.78,82725,"12:50 ET"
AWI,"Armstrong World Industries Inc",74.89,-0.079999999999998,-0.11%,75.4,75.51,74.51,59968,"12:47 ET"
AWK,"American Water Works",148.32,0.25999999999999,+0.18%,148.95,150.65,147.82,270285,"12:51 ET"
AXP,"American Express Company",117.83,3.28,+2.86%,115.78,118.18,115.78,996671,"12:52 ET"
AXS,"Axis Capital Holdings",50.57,0.38,+0.76%,50.33,51.55,50.33,86409,"12:50 ET"
AXTA,"Axalta Coating Systems Ltd",28.77,0.47,+1.66%,28.48,28.99,28.44,563973,"12:52 ET"
AYI,"Acuity Brands Inc",118.37,3.45,+3.00%,116.97,119.47,116.2,193225,"12:46 ET"
AYX,"Alteryx Inc",131.77,-0.63,-0.48%,133.78,134,130.12,643571,"12:51 ET"
AZEK,"The Azek Company Inc Cl A",38.98,-0.060000000000002,-0.15%,39.46,39.51,38.76,226121,"12:50 ET"
AZO,Autozone,1184.95,-5.24,-0.44%,1187.72,1205.64,1181.01,82389,"12:48 ET"
AZPN,"Aspen Technology",132.16,0.21000000000001,+0.16%,131.35,133.24,130.57,93233,"12:47 ET"
BA,"Boeing Company",220.56,1.78,+0.81%,219.55,224.41,218.12,6964052,"12:52 ET"
BAC,"Bank of America Corp",30.14,0.93,+3.18%,29.39,30.15,29.22,24757612,"12:51 ET"
BAH,"Booz Allen Hamilton Holding Corp",87.18,-0.019999999999996,-0.02%,87.56,87.86,86.62,207831,"12:51 ET"
BAX,"Baxter International Inc",79.28,0.62,+0.79%,79,79.37,78.44,551849,"12:52 ET"
BBY,"Best Buy Company",103.5,-0.63,-0.61%,104.43,105.29,102.88,1144165,"12:52 ET"
BC,"Brunswick Corp",82.08,-0.51000000000001,-0.62%,83.03,84,81.85,220315,"12:51 ET"
BDN,"Brandywine Realty Trust",11.77,0,0.00%,11.9,11.96,11.76,354318,"12:49 ET"
BDX,"Becton Dickinson and Company",246.72,0.81999999999999,+0.33%,247.08,248.23,245.36,202275,"12:52 ET"
BEN,"Franklin Resources",24.9,0.35,+1.43%,24.75,25.08,24.58,833098,"12:51 ET"
BERY,"Berry Global Group",54.32,0.87,+1.63%,53.62,54.57,53.57,157046,"12:51 ET"
BF.A,"Brown Forman Inc Cl A",72.61,-0.010000000000005,-0.01%,72.72,74.41,72.59,31100,"12:36 ET"
BFAM,"Bright Horizons Family Solutions Inc",165.39,3.45,+2.13%,163.49,165.81,162.12,141408,"12:51 ET"
BF.B,"Brown Forman Inc Cl B",77.64,-0.12,-0.15%,77.94,78.6,77.64,160021,"12:50 ET"
BG,"Bunge Ltd",63.75,-0.34,-0.53%,64.55,64.8,63.61,211226,"12:50 ET"
BHF,"Brighthouse Financial Inc",35.24,1.61,+4.79%,34.09,35.33,34.09,179900,"12:44 ET"
BIGC,"Bigcommerce Holdings Inc",72.83,0.64,+0.89%,72,73.87,71.17,1267182,"12:50 ET"
BIIB,"Biogen Inc",251.2,3.33,+1.34%,247,251.4,247,429920,"12:52 ET"
BILL,"Bill.com Holdings Inc",149.56,-4.24,-2.76%,153,153.82,148.48,379226,"12:51 ET"
BIO,"Bio-Rad Laboratories",581.09,-2.39,-0.41%,584.14,584.96,577.88,38641,"12:51 ET"
BK,"Bank of New York Mellon Corp",41.11,0.83,+2.06%,40.54,41.11,40.43,1543561,"12:51 ET"
BKI,"Black Knight Inc",88.5,-0.27,-0.30%,88.95,89.13,88.03,204361,"12:51 ET"
BKNG,"Booking Holdings Inc",2100.25,47.43,+2.31%,2055.39,2104.71,2050.43,103930,"12:50 ET"
BKR,"Baker Hughes A Ge CO Cl A",21.21,0.02,+0.09%,21.38,21.59,21.05,1922763,"12:52 ET"
BLI,"Berkeley Lights Inc",102.02,-3.98,-3.75%,110.93,112.82,101.28,241851,"12:52 ET"
BLK,Blackrock,706.66,13.14,+1.89%,702,707.21,695.2,244899,"12:50 ET"
BLL,"Ball Corp",91.68,-0.80999999999999,-0.88%,92.38,92.88,91.38,274634,"12:51 ET"
BLUE,"Bluebird Bio",46.22,0.58,+1.27%,45.87,46.5,44.88,218222,"12:52 ET"
BMRN,"Biomarin Pharmaceuticals",88.62,0.27000000000001,+0.31%,88.63,90,87.71,623453,"12:49 ET"
BMY,"Bristol-Myers Squibb Company",61.26,-0.17,-0.28%,61.37,61.63,61.11,2447028,"12:52 ET"
BOH,"Bank of Hawaii Corp",77.05,1.18,+1.56%,76.34,77.5,76.08,50437,"12:45 ET"
BOKF,"Bok Financial Corp",69.23,1.97,+2.93%,67.65,69.61,67.38,103197,"12:51 ET"
BPOP,"Popular Inc",56.29,2.03,+3.74%,54.83,56.8,54.83,158204,"12:50 ET"
BPYU,"Brookfield Property REIT Inc",15.32,0.41,+2.75%,15,15.35,14.97,104960,"12:46 ET"
BR,"Broadridge Financial Solutions Llc",148,-0.47999999999999,-0.32%,148.81,148.98,147.82,154690,"12:50 ET"
BRK.B,"Berkshire Hathaway Cl B",224.72,2.84,+1.28%,222.63,224.72,222.15,1484381,"12:52 ET"
BRKR,"Bruker Corp",53.94,-0.060000000000002,-0.11%,53.85,54.58,53.57,103922,"12:50 ET"
BRO,"Brown & Brown",45.63,-0.059999999999995,-0.13%,46,46.25,45.56,246120,"12:51 ET"
BRX,"Brixmor Property Group Inc",16.21,0.26,+1.63%,16.14,16.4,15.99,367515,"12:51 ET"
BSX,"Boston Scientific Corp",34.7,0.34,+0.99%,34.51,34.91,34.51,2507983,"12:51 ET"
BURL,"Burlington Stores Inc",249.39,3.51,+1.43%,247.77,250.54,246.29,113689,"12:51 ET"
BWA,"Borgwarner Inc",39.58,0.47,+1.20%,39.5,40.32,39.28,800102,"12:51 ET"
BWXT,"Bwx Technologies Inc",60.38,1.38,+2.34%,59.81,60.62,59.61,99390,"12:51 ET"
BXP,"Boston Properties",93.52,0.63,+0.68%,93.74,94.53,93.08,255862,"12:51 ET"
BYND,"Beyond Meat Inc",140.19,1.51,+1.09%,138.71,140.8,136.15,1026286,"12:49 ET"
C,"Citigroup Inc",60.9,1.64,+2.77%,60,61.14,59.41,7888440,"12:52 ET"
CABO,"Cable One Inc",2238,-7.4299999999998,-0.33%,2236.48,2245,2223.14,14013,"12:31 ET"
CACC,"Credit Acceptance",345.01,16.27,+4.95%,331.33,347.08,331.33,29240,"12:50 ET"
CACI,"Caci International",247.93,1.98,+0.81%,247,248.55,245.23,25007,"12:52 ET"
CAG,"Conagra Brands Inc",36.46,0.47,+1.31%,36.16,36.48,36.06,615196,"12:50 ET"
CAH,"Cardinal Health",53.99,0.36,+0.67%,53.77,54.29,53.64,322260,"12:52 ET"
CARR,"Carrier Global Corp [Carr/I]",38.05,0.019999999999996,+0.05%,38.12,38.29,37.8,645098,"12:50 ET"
CASY,"Casey's General Stor",178.45,0.81,+0.46%,179.21,180.4,177.36,87447,"12:42 ET"
CAT,"Caterpillar Inc",177.83,1.25,+0.71%,177.45,178.84,177.01,659834,"12:52 ET"
CB,"Chubb Ltd",150.93,0.76000000000002,+0.51%,151.18,151.92,150.39,295827,"12:50 ET"
CBOE,"CBOE Global Markets Inc",91.64,0.93000000000001,+1.03%,91.28,91.79,91.17,123224,"12:52 ET"
CBRE,"CBRE Group Inc",63.31,0.74,+1.18%,62.76,63.84,62.76,275029,"12:50 ET"
CBSH,"Commerce Bancshares",67.54,2.57,+3.96%,65.44,67.68,65.2,277070,"12:51 ET"
CBT,"Cabot Corp",44.42,0.6,+1.37%,43.98,44.73,43.98,40954,"12:51 ET"
CC,"Chemours Company",26.77,0.09,+0.34%,27,27.11,26.46,245371,"12:47 ET"
CCI,"Crown Castle International Corp",154.8,1.31,+0.85%,154.21,155.38,153.39,734974,"12:51 ET"
CCK,"Crown Cork & Seal Company",96.82,-0.53,-0.54%,97.36,97.87,96.63,134833,"12:50 ET"
CCL,"Carnival Corp",20.87,1.06,+5.35%,20.12,21.06,19.85,20905404,"12:52 ET"
CDAY,"Ceridian Hcm Holding Inc",109.96,1.54,+1.42%,108.32,110.04,106.41,476553,"12:51 ET"
CDK,"Cdk Global Inc",50.74,-0.019999999999996,-0.04%,51.11,51.18,50.6,157239,"12:46 ET"
CDNS,"Cadence Design Sys",133.6,-0.77000000000001,-0.57%,134.86,135.98,132.72,446589,"12:51 ET"
CDW,"CDW Corp",130.57,-0.18000000000001,-0.14%,131.41,132.59,130.41,330196,"12:50 ET"
CE,"Celanese Corp",130.64,0.42999999999998,+0.33%,130.98,132.11,130.25,142659,"12:49 ET"
CERN,"Cerner Corp",78.12,0.74000000000001,+0.96%,77.78,78.23,77.35,237641,"12:48 ET"
CF,"Cf Industries Holdings",36.69,0.47,+1.30%,36.51,36.91,36.3,340432,"12:51 ET"
CFG,"Citizens Financial Group Inc/Ri",35.36,1.12,+3.27%,34.61,35.56,34.57,1002863,"12:52 ET"
CFR,"Cullen/Frost Bankers",87.44,1.87,+2.19%,86.41,88.11,86.04,104265,"12:42 ET"
CFX,"Colfax Corp",36.88,0.69,+1.91%,36.56,37.18,36.38,230734,"12:51 ET"
CG,"The Carlyle Group",31.64,0.66,+2.13%,31.23,31.68,31.07,213717,"12:51 ET"
CGNX,"Cognex Cp",81.68,1.17,+1.45%,80.5,82.04,80.26,587994,"12:49 ET"
CHD,"Church & Dwight Company",87.18,0.62,+0.72%,86.7,87.37,86.66,177513,"12:50 ET"
CHE,"Chemed Inc",541.8,9.79,+1.84%,534.65,543.81,530.52,28859,"12:44 ET"
CHGG,"Chegg Inc",93.33,-0.56,-0.60%,93.61,94.49,92.03,1001429,"12:49 ET"
CHH,"Choice Hotels International",104.31,2.8,+2.76%,102.56,105.34,102.56,86440,"12:49 ET"
CHNG,"Change Healthcare Inc",18.63,-0.2,-1.06%,18.9,19.08,18.53,525237,"12:50 ET"
CHRW,"C.H. Robinson Ww",93.65,-0.73999999999999,-0.78%,94.19,95.2,93.27,379459,"12:52 ET"
CHTR,"Charter Communicatio",651.59,10.49,+1.64%,642.87,651.74,640.03,1104156,"12:51 ET"
CI,"Cigna Corp",200.07,5.1,+2.62%,196.58,200.43,195,567438,"12:52 ET"
CIEN,"Ciena Corp",52.54,0.35,+0.67%,51.93,52.785,51.85,435658,"12:52 ET"
CINF,"Cincinnati Financial",85.3,1.34,+1.60%,85.6,87.9,84.67,434725,"12:44 ET"
CL,"Colgate-Palmolive Company",84.81,0.41,+0.49%,84.59,84.95,84.2,1056728,"12:50 ET"
CLGX,Corelogic,77.45,-0.040000000000006,-0.05%,77.6,77.6,77.17,148864,"12:43 ET"
CLH,"Clean Harbors",75.42,1.1,+1.48%,74.99,75.89,74.49,81461,"12:48 ET"
CLR,"Continental Resources",16.88,0.96,+6.03%,16.25,17.11,15.99,902507,"12:52 ET"
CLX,"Clorox Company",203.28,1.89,+0.94%,201.3,203.42,201.02,265239,"12:46 ET"
CMA,"Comerica Inc",56.06,1.91,+3.53%,54.68,56.38,54.48,359281,"12:50 ET"
CMCSA,"Comcast Corp A",50.01,-0.010000000000005,-0.02%,50.15,50.24,49.65,4655365,"12:52 ET"
CME,"CME Group Inc",182.54,1.54,+0.85%,181.45,183.3,181.3,639738,"12:51 ET"
CMG,"Chipotle Mexican Grill",1417.1,-9.2,-0.65%,1434.55,1435.52,1412.19,72903,"12:52 ET"
CMI,"Cummins Inc",223.86,0.32000000000002,+0.14%,223.23,224.92,221.98,149528,"12:49 ET"
CMS,"Cms Energy Corp",58.01,0.41,+0.71%,57.84,58.28,57.68,296768,"12:52 ET"
CNA,"Cna Financial Corp",38.59,0.64,+1.69%,38.21,39.1,38.21,96592,"12:43 ET"
CNC,"Centene Corp",58.71,0.64,+1.10%,58.7,59.21,58.43,1244096,"12:52 ET"
CNP,"Centerpoint Energy Inc",21.61,0.79,+3.79%,21.02,21.61,21.01,1298024,"12:52 ET"
COF,"Capital One Financial Corp",97.64,2.65,+2.79%,95.98,97.76,95.75,701017,"12:52 ET"
COG,"Cabot Oil & Gas Corp",17.13,0.34,+2.03%,16.73,17.35,16.67,1421055,"12:51 ET"
COHR,"Coherent Inc",147.89,2.12,+1.45%,146,149.79,145.82,46408,"12:48 ET"
COLD,"Americold Realty Trust",36.62,-0.13,-0.35%,36.91,37.13,36.6,528939,"12:48 ET"
COLM,"Columbia Sprtswr",90.35,1.43,+1.61%,89.21,90.49,89.17,60745,"12:50 ET"
COMM,"Commscope Holding Company",13.2,-0.1,-0.75%,13.35,13.58,13.17,856932,"12:50 ET"
CONE,"Cyrusone Inc",73.34,-1.26,-1.69%,74.89,75.48,73.29,322154,"12:50 ET"
COO,"Cooper Companies",356.15,3.46,+0.98%,354.95,357.9,353.43,43635,"12:48 ET"
COP,Conocophillips,40.02,0.99,+2.54%,39.41,40.71,39.33,2545741,"12:52 ET"
COR,"Coresite Realty Corp",126.65,0.76000000000001,+0.60%,126.6,127.54,126.06,59460,"12:44 ET"
COST,"Costco Wholesale",361.43,-0.59999999999997,-0.17%,362.45,363.1,359.54,819868,"12:52 ET"
COTY,"Coty Inc",7.36,0.11,+1.52%,7.4,7.73,7.29,7532122,"12:49 ET"
COUP,"Coupa Software Inc",357.06,-4.09,-1.13%,363.08,364.1,353.11,389636,"12:49 ET"
CPA,"Copa Holdings S.A.",75.91,1.73,+2.33%,75.29,77.24,75.29,218600,"12:50 ET"
CPB,"Campbell Soup Company",48.32,0.56,+1.17%,48,48.33,47.81,237025,"12:49 ET"
CPRI,"Capri Holdings Ltd",42.73,0.34,+0.80%,42.3,43.05,41.86,513004,"12:51 ET"
CPRT,"Copart Inc",123.64,0.59999999999999,+0.49%,123.25,124.09,123.08,214748,"12:50 ET"
CPT,"Camden Property Trust",97.83,-0.27,-0.28%,98.66,99.31,97.67,190527,"12:50 ET"
CR,"Crane Company",76.38,0.58999999999999,+0.78%,76.2,76.8,75.77,89044,"12:49 ET"
CREE,"Cree Inc",104.84,1.43,+1.38%,104.21,105.92,102.55,478755,"12:50 ET"
CRI,"Carter's Inc",94.99,3.14,+3.42%,92.11,95.07,92.01,104627,"12:51 ET"
CRL,"Charles River Laboratories Intl",250.67,-1.95,-0.77%,253.7,254.49,249.22,71032,"12:51 ET"
CRM,"Salesforce.com Inc",228.66,-2.51,-1.09%,232.5,233.3,227.13,3848872,"12:52 ET"
CRUS,"Cirrus Logic Inc",82.05,1.55,+1.93%,80.37,82.14,80.37,64819,"12:50 ET"
CRWD,"Crowdstrike Holdings Inc",221.08,-3.82,-1.70%,225.63,230.2,216.34,2986100,"12:51 ET"
CSCO,"Cisco Systems Inc",44.55,-0.14,-0.31%,44.65,44.82,44.38,4815972,"12:51 ET"
CSGP,"Costar Group Inc",916.94,11.61,+1.28%,901.75,919.71,901.75,30181,"12:46 ET"
CSL,"Carlisle Companies Inc",157.58,1.3,+0.83%,156.86,158.15,156.09,48996,"12:51 ET"
CSX,"CSX Corp",89.92,0.37,+0.41%,89.89,90.51,89.22,1696195,"12:52 ET"
CTAS,"Cintas Corp",341.69,-6.31,-1.81%,354.97,354.97,340.53,170434,"12:50 ET"
CTLT,"Catalent Inc",105.23,0.34,+0.32%,105.05,105.37,103.34,264378,"12:51 ET"
CTSH,"Cognizant Tech Sol",81.27,0.25,+0.31%,81.35,81.87,81.18,445698,"12:51 ET"
CTVA,"Corteva Inc",39.37,0.39,+1.00%,39.11,39.53,39.11,816027,"12:49 ET"
CTXS,"Citrix Systems Inc",133.37,0.65000000000001,+0.49%,133.58,134.04,132.28,438289,"12:51 ET"
CUBE,Cubesmart,33.75,-0.2,-0.59%,34.1,34.22,33.56,257827,"12:50 ET"
CUZ,"Cousins Properties Inc",33.69,-0.43,-1.26%,34.28,34.58,33.69,129848,"12:50 ET"
CVNA,"Carvana CO Cl A",270.26,-21.26,-7.29%,292.76,293.49,269.69,850185,"12:52 ET"
CVS,"CVS Corp",68.26,1.04,+1.55%,67.53,68.48,67.28,2283091,"12:52 ET"
CVX,"Chevron Corp",85.86,1.5,+1.78%,85,86.63,84.78,3378167,"12:52 ET"
CW,"Curtiss-Wright Corp",112.67,2.24,+2.03%,111.53,113.72,111.53,31270,"12:49 ET"
CXO,"Concho Resources Inc",58.3,1.53,+2.70%,57.33,59.27,57.26,448839,"12:52 ET"
D,"Dominion Resources",74.65,1.15,+1.56%,74,74.87,73.87,1153122,"12:51 ET"
DAL,"Delta Air Lines Inc",40.23,1.29,+3.31%,39.29,40.47,38.61,7445852,"12:51 ET"
DBX,"Dropbox Inc",24.79,-0.080000000000002,-0.32%,24.88,25.16,24.42,2859166,"12:51 ET"
DCI,"Donaldson Company",56.96,0.54,+0.96%,56.63,57.22,56.53,63480,"12:52 ET"
DCT,"Duck Creek Technologies Inc",45.19,-0.53,-1.16%,45.83,45.93,44.03,146735,"12:49 ET"
DD,"Du Pont De.Nemours Inc",69.94,-0.48,-0.68%,70.42,71.04,69.85,4493367,"12:52 ET"
DDOG,"Datadog Inc Cl A",108.42,-2.65,-2.39%,110.71,111.7,107.66,879571,"12:50 ET"
DE,"Deere & Company",268.81,-0.44999999999999,-0.17%,270.68,271.38,268.39,317829,"12:51 ET"
DEI,"Douglas Emmett",29.44,0.1,+0.34%,29.69,29.99,29.38,173983,"12:50 ET"
DELL,"Dell Technologies Inc",73.08,0.34999999999999,+0.48%,72.9,73.26,72.39,317962,"12:52 ET"
DFS,"Discover Financial Services",88.61,1.77,+2.04%,87.29,88.7,87.15,577761,"12:50 ET"
DG,"Dollar General Corp",213.02,-0.049999999999983,-0.02%,211.86,213.34,211.63,707832,"12:51 ET"
DGX,"Quest Diagnostics Inc",120.44,-0.76000000000001,-0.63%,121.87,122.1,120.42,287474,"12:51 ET"
DHI,"D.R. Horton",70.91,-1.41,-1.95%,72.5,72.55,70.51,752020,"12:52 ET"
